STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,23.00,6.20,7.00,132.00,1.60,NAN,NAN,102.00,2007.00
1457,"IMPHAL AT KOIRENGEI, MANIPUR",NAN,23.00,6.40,7.40,137.00,2.10,NAN,NAN,58.00,2007.00
1458,"IRIL AT PORAMPET, MANIPUR",NAN,23.00,6.40,7.60,200.00,1.00,NAN,NAN,36.00,2007.00
1624,"LILONG, MANIPUR",NAN,23.00,7.00,7.60,210.00,2.40,NAN,100.00,137.00,2007.00
1625,"HUMP BRIDGE, MANIPUR",NAN,23.00,3.60,7.20,249.00,4.90,NAN,NAN,383.00,2007.00
1626,"HEIRANGOITHONG, MANIPUR",NAN,23.00,3.70,7.50,224.00,4.00,NAN,NAN,394.00,2007.00
1627,"KIYAMGI, MANIPUR",NAN,24.00,7.10,7.30,156.00,2.00,NAN,NAN,89.00,2007.00
1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,23.00,7.10,7.20,127.00,2.00,NAN,NAN,60.00,2007.00
1925,KHUGA RIVER (CHURACHANDPUR DIST.) MANIPUR,NAN,22.00,5.80,7.60,258.00,1.70,NAN,NAN,118.00,2007.00
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.) MANIPUR",NAN,24.00,8.40,7.90,383.00,0.80,NAN,NAN,180.00,2007.00
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",NAN,20.00,8.10,7.20,221.00,5.40,1.95,213.00,373.00,2007.00
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT., MEGHALAYA",NAN,18.00,6.10,3.10,738.00,5.50,2.73,32.00,45.00,2007.00
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,16.00,8.00,7.00,164.00,1.70,1.60,1600.00,2067.00,2007.00
1632,"GANOL RIVER TURA, MEGHALAYA",NAN,19.00,5.40,7.20,153.00,1.70,1.78,213.00,278.00,2007.00
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",NAN,18.00,7.00,7.00,161.00,1.70,2.43,250.00,375.00,2007.00
1403,"GUMTI AT U/S SOUTH TRIPURA, TRIPURA",NAN,27.00,5.20,7.40,120.00,1.40,0.05,203.00,280.00,2007.00
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",NAN,27.00,4.70,7.40,139.00, ,0.11,308.00,440.00,2007.00
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",NAN,27.00,5.40,7.40,128.00,3.00,0.06,353.00,565.00,2007.00
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",NAN,23.00,6.90,7.20,233.00,1.50,NAN,NAN,119.00,2007.00
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,NAN,NAN,7.61,168.20,NAN,10.30,NAN,NAN,2006.00
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,25.00,7.10,7.95,307.50,1.53,0.11,26.00,50.00,2006.00
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,25.50,3.49,7.02,25950.00,9.20,0.23,378.00,1400.00,2006.00
1860,BALEHWAR KHADI AT N.H. NO. 8,NAN,22.00,5.35,7.94,735.00,4.70,0.84,27650.00,15000.00,2006.00
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,25.50,7.05,8.00,535.00,4.70,1.20,13400.00,33500.00,2006.00
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,29.67,6.50,8.14,16410.00,5.30,1.40,9200.00,2400.00,2006.00
1865,RIVER DHADAR AT KOTHADA,NAN,25.50,NAN,7.89,896.50,15.00,0.42,3.00,10.00,2006.00
1148,"AMBIKA AT BILIMORA, GUJARAT",NAN,29.00,5.60,8.17,3660.00,4.60,0.46,4500.00,6867.00,2006.00
1149,"KOLAK AT PATALIA BDG., GUJARAT",NAN,26.50,6.09,7.70,933.00,3.20,0.15,450.00,1550.00,2006.00
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,26.50,6.06,7.61,6715.00,4.30,0.22,45.00,140.00,2006.00
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,28.00,NAN,7.22,15580.00,431.50,0.40,7.00,8.00,2006.00
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,27.00,7.93,8.32,2160.00,1.46,0.28,4.00,5.00,2006.00
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,25.67,4.90,7.94,504.70,3.10,0.60,1810.00,2367.00,2006.00
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,27.75,6.63,7.73,149.30,2.18,0.12,2.00,60.00,2006.00
1475,ZUARI AT PANCHAWADI,NAN,27.75,5.18,6.95,464.00,1.50,0.70,75.00,255.00,2006.00
1476,"MANDOVI AT TONCA, MARCELA, GOA",NAN,30.00,6.40,7.45,142.80,2.03,0.16,1787.00,4073.00,2006.00
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,28.25,6.20,7.90,218.00,1.58,0.62,NAN,85.00,2006.00
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,26.67,7.40,6.73,344.30,1.70,0.90,33.00,160.00,2006.00
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,28.75,7.60,6.78,213.30,1.30,0.17,133.00,3275.00,2006.00
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,28.00,7.35,7.10,214.80,1.43,0.15,41.00,285.00,2006.00
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,28.25,7.68,6.88,103.30,1.03,3.37,18.00,96.00,2006.00
1547,"RIVER TALPONA AT CANACONA, GOA",NAN,27.25,7.13,7.55,418.30,1.73,0.45,18.00,106.00,2006.00
1548,"RIVER ASSONORA AT ASSONORA, GOA",NAN,28.50,7.00,6.73,497.30,1.58,0.14,1956.00,5425.00,2006.00
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,27.71,6.54,7.23,130.40,4.01,0.31,8.00,187.00,2006.00
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,28.71,6.70,7.31,121.50,3.86,0.26,9.00,162.00,2006.00
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,28.67,7.10,7.51,102.50,4.63,0.21,10.00,152.00,2006.00
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,26.67,6.33,7.28,542.00,5.40,7.19,15.00,207.00,2006.00
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,26.71,6.47,7.38,204.30,3.73,0.31,10.00,174.00,2006.00
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,28.29,6.37,7.06,214.00,4.50,0.35,18.00,292.00,2006.00
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,19.33,6.70,7.44,153.30,4.40,0.65,23.00,305.00,2006.00
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,29.08,6.20,6.46,881.10,1.76,0.33,253.00,541.00,2006.00
18,"PERIYAR AT KALADY, KERALA",NAN,27.42,7.29,6.59,82.90,1.07,0.23,222.00,470.00,2006.00
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,27.29,6.53,6.50,124.10,1.31,0.23,334.00,844.00,2006.00
20,"CHALIYAR AT KOOLIMADU, KERALA",NAN,28.60,6.92,6.95,185.40,0.47,0.11,165.00,433.00,2006.00
21,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,28.67,6.80,7.04,8489.90,0.41,0.15,238.00,473.00,2006.00
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,27.79,7.08,7.25,107.30,0.99,0.37,238.00,384.00,2006.00
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,28.14,7.01,6.71,151.40,1.40,0.40,262.00,485.00,2006.00
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,27.50,6.79,6.65,119.30,1.64,0.40,294.00,574.00,2006.00
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,28.57,4.10,6.78,511.40,6.79,1.37,2150.00,3100.00,2006.00
1156,"PAMBA AT CHENGANNUR, KERALA",NAN,27.00,6.90,6.80,224.00,0.73,0.44,2000.00,2500.00,2006.00
1341,"PAMBA AT THAKAZHY, KERALA",NAN,26.50,6.87,6.83,292.70,0.63,0.58,1900.00,2400.00,2006.00
1565,"PAMBA DOWN, KERALA",NAN,26.25,6.47,6.60,240.00,1.03,0.66,2100.00,2733.00,2006.00
1339,"MEENACHIL AT KIDANGOOR, KERALA",NAN,26.75,6.67,6.93,268.00,0.93,0.89,2333.00,3300.00,2006.00
1340,"MANIMALA  AT KALLOOPARA, KERALA",NAN,26.75,6.97,6.93,268.00,0.83,0.40,1600.00,2233.00,2006.00
1384,"MANIMALA AT THONDRA, KERALA",NAN,26.50,6.73,6.87,324.00,0.93,0.46,1973.00,2233.00,2006.00
1342,"ACHENKOIL AT THUMPAMON, KERALA",NAN,27.00,6.71,6.96,143.40,0.67,0.45,1457.00,2171.00,2006.00
1443,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,26.75,6.73,6.73,242.70,0.90,0.74,1867.00,2833.00,2006.00
1442,"VAMANAPURAM, KERALA",NAN,28.00,7.23,6.87,75.70,1.10,0.85,1600.00,2300.00,2006.00
1563,"AMARAVILA, KERALA",NAN,27.00,6.23,6.90,104.70,0.87,1.27,1300.00,2233.00,2006.00
1564,"AYUR, KERALA",NAN,28.50,6.87,7.07,336.70,0.53,0.29,60.00,455.00,2006.00
1566,"THIRURANGADY, KERALA",NAN,28.50,6.43,6.67,339.30,0.60,0.29,440.00,967.00,2006.00
1567,"KUTTIYADY ESTATE, KERALA",NAN,29.00,7.03,6.53,141.30,0.53,0.14,193.00,740.00,2006.00
1568,"VALAYAM, KERALA",NAN,28.75,6.63,7.07,237.00,0.63,0.45,337.00,800.00,2006.00
1569,"THALIPARAMBA, KERALA",NAN,28.00,6.83,7.00,18389.00,0.70,0.35,173.00,583.00,2006.00
1570,"HOSDURG, KERALA",NAN,29.50,6.33,7.17,24535.70,0.70,0.33,140.00,447.00,2006.00
1571,"KAKKADAVU,  KERALA",NAN,28.00,7.03,7.03,241.00,0.27,0.23,345.00,1260.00,2006.00
1572,"PADIYATHADKA, KERALA",NAN,28.50,7.00,7.13,302.00,0.70,0.17,323.00,933.00,2006.00
1573,"IRUMPANAM, KERALA",NAN,29.00,3.50,6.57,1285.30,2.13,0.35,220.00,443.00,2006.00
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,28.86,6.24,7.25,405.60,0.86,1.27,3333.00,21469.00,2006.00
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,21.00,6.90,8.20,211.00,2.80,2.12,1400.00,2200.00,2006.00
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,24.00,7.80,8.50,197.00,0.60,3.01,1700.00,3500.00,2006.00
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,33.00,7.30,8.60,528.00,0.90,4.80,NAN,NAN,2006.00
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",NAN,27.50,7.95,6.57,188.50,1.50,0.08,24.00,66.00,2006.00
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",NAN,29.00,5.80,6.60,107.00,1.00,0.27,25.00,58.00,2006.00
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",NAN,31.25,6.98,6.73,144.30,1.50,0.22,34.00,98.00,2006.00
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",NAN,NAN,5.35,7.19,216.30,1.33,0.26,11.00,31.00,2006.00
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,30.00,7.53,6.61,93.30,1.50,0.28,10.00,26.00,2006.00
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",NAN,29.00,7.15,6.56,141.00,1.10,0.25,22.00,73.00,2006.00
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",NAN,NAN,4.33,7.05,547.00,2.08,0.25,25.00,109.00,2006.00
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",NAN,27.50,6.93,7.63,552.00,2.00,0.22,325.00,570.00,2006.00
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,27.25,6.83,7.13,299.30,3.67,1.53,316.00,771.00,2006.00
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,26.67,6.70,7.27,92.70,1.33,NAN,6.00,41.00,2006.00
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,26.33,6.75,7.30,169.30,1.67,NAN,29.00,47.00,2006.00
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,21.25,5.87,7.84,895.50,4.35,NAN,NAN,NAN,2006.00
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,17.67,6.03,7.37,323.30,3.27,0.67,2390.00,6867.00,2006.00
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,16.50,5.10,7.85,785.00,12.00,1.65,3050.00,36500.00,2006.00
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,18.00,4.87,7.37,568.00,12.00,1.37,3500.00,27667.00,2006.00
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",NAN,17.33,4.83,7.53,760.00,13.33,1.93,2300.00,30000.00,2006.00
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",NAN,17.50,5.10,7.37,388.00,6.93,1.40,2723.00,43067.00,2006.00
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",NAN,15.00,6.80,7.30,433.50,5.40,1.35,635.00,9250.00,2006.00
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",NAN,17.50,4.20,7.37,758.00,14.67,1.70,34033.00,83667.00,2006.00
1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",NAN,18.00,5.53,7.30,453.30,9.33,1.57,35760.00,88333.00,2006.00
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",NAN,17.50,5.20,7.30,391.30,6.27,1.40,23723.00,54067.00,2006.00
1703,"GHAGGER AT MOONAK, PUNJAB",NAN,18.00,4.20,7.73,825.30,21.00,1.40,10500.00,76667.00,2006.00
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",NAN,18.33,4.03,7.67,855.00,21.33,1.77,17433.00,148667.00,2006.00
1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",NAN,18.67,4.13,7.63,811.30,20.33,1.67,38700.00,110333.00,2006.00
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,18.00,5.35,7.55,682.50,17.00,20.45,NAN,NAN,2006.00
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,19.00,4.05,7.85,773.50,16.00,19.35,NAN,NAN,2006.00
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,17.50,6.25,7.90,770.00,14.00,19.40,NAN,NAN,2006.00
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,18.50,6.65,7.88,914.50,43.00,0.82,9650.00,16900.00,2006.00
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,19.50,7.20,9.01,340.50,4.60,2.96,12.00,23.00,2006.00
1884,KALA AMB D/S MARKANDA RIVER,NAN,22.00,6.27,7.89,3638.00,149.75,NAN,NAN,NAN,2006.00
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",NAN,20.00,6.10,7.10,NAN,3.10,0.30,4.00,14.00,2006.00
2047,NNANCHOE (ATTAWA CHOE),NAN,26.00,0.60,7.30,646.00,87.00,6.80,NAN,NAN,2006.00
2048,PATIALA KI RAO,NAN,27.00,NAN,7.90,1151.00,130.00,8.30,NAN,NAN,2006.00
2049,SUKHNA CHOE,NAN,27.00,NAN,7.10,912.00,126.00,6.70,NAN,NAN,2006.00
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",NAN,16.00,7.20,7.00,183.00,5.20,2.60,140.00,180.00,2006.00
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",NAN,15.00,4.60,3.00,350.00,6.20,2.20,33.00,49.00,2006.00
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,10.00,8.80,7.00,172.00,1.60,5.00,1800.00,2800.00,2006.00
1632,"GANOL RIVER TURA, MEGHALAYA",NAN,11.00,10.00,7.10,150.00,1.00,4.00,240.00,350.00,2006.00
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",NAN,12.00,9.00,7.30,158.00,1.80,7.20,220.00,280.00,2006.00
2050,TLAWNG UPSTREAM AIZAWL,NAN,23.67,7.77,7.54,NAN,0.50,NAN,NAN,NAN,2006.00
2051,TLAWNG DOWNSTREAM AIZAWL,NAN,23.70,7.17,8.14,NAN,0.60,NAN,NAN,NAN,2006.00
2052,TUIRIAL UPPER CATCHMENT,NAN,23.77,8.53,7.86,170.00,0.40,NAN,NAN,NAN,2006.00
2053,TUIRIAL LOWER CATCHMENT,NAN,23.67,8.87,7.79,216.00,0.50,NAN,NAN,NAN,2006.00
NAN,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",NAN,28.00,5.60,7.65,375.20,1.76,2.00,2636.00,18417.00,2005.00
NAN,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",NAN,NAN,NAN,7.76,233.30,10.83,5.66,NAN,NAN,2005.00
NAN,"DAMANGANGA  AFTER CONFL. OF PIPARIA DRAIN, DAMAN",NAN,NAN,NAN,NAN,NAN,1.00,1.01,1200.00,37000.00,2005.00
NAN,"DAMANGANGA AT CIRCUIT HOUSE, SILVASA, DADRA AND NAGAR HAVELI",NAN,NAN,NAN,NAN,NAN,112.00,5.50,1200000.00,6400000.00,2005.00
NAN,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,26.00,7.20,7.84,342.80,1.76,0.53,78.00,230.00,2005.00
NAN,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",NAN,27.00,5.00,7.22,18370.30,19.66,0.45,9625.00,13525.00,2005.00
NAN,BALEHWAR KHADI AT N.H. NO. 8,NAN,29.00,6.20,8.11,480.00,11.33,0.39,14050.00,18810.00,2005.00
NAN,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,27.00,7.20,8.07,580.00,4.00,0.37,150.00,280.00,2005.00
NAN,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,28.00,6.20,7.98,11125.00,5.00,0.39,7147.00,50350.00,2005.00
NAN,RIVER DHADAR AT KOTHADA,NAN,28.00,3.90,7.92,1039.00,14.85,1.41,6.00,36.00,2005.00
NAN,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,29.00,7.20,7.42,246.90,4.63,0.79,10011.00,118311.00,2005.00
NAN,ZUARI AT PANCHAWADI,NAN,28.00,6.90,6.44,302.90,2.30,0.23,12.00,116.00,2005.00
NAN,"MANDOVI AT TONCA, MARCELA, GOA",NAN,29.00,7.80,6.69,255.90,2.75,0.35,13.00,140.00,2005.00
NAN,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,29.00,6.70,7.35,346.10,1.89,0.97,13.00,148.00,2005.00
NAN,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,28.00,8.30,6.68,348.90,2.50,1.69,13.00,155.00,2005.00
NAN,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,28.00,8.10,6.18,187.40,2.38,0.20,12.00,155.00,2005.00
NAN,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,29.00,7.70,6.55,121.80,2.24,1.14,13.00,164.00,2005.00
NAN,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,29.00,8.60,6.56,181.40,2.42,0.28,24.00,155.00,2005.00
NAN,"RIVER TALPONA AT CANACONA, GOA",NAN,28.00,7.70,6.45,302.50,2.14,0.16,10.00,142.00,2005.00
NAN,"RIVER ASSONORA AT ASSONORA, GOA",NAN,28.00,7.40,6.07,142.80,1.68,0.28,12.00,140.00,2005.00
NAN,"AMBIKA AT BILIMORA, GUJARAT",NAN,NAN,7.00,8.16,4545.00,4.17,0.34,9593.00,27550.00,2005.00
NAN,"KOLAK AT PATALIA BDG., GUJARAT",NAN,NAN,5.90,7.36,761.00,6.10,0.08,1200.00,4600.00,2005.00
NAN,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,27.00,4.10,7.57,29369.30,7.08,0.30,1035.00,1993.00,2005.00
NAN,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,27.00,3.90,5.27,5914.00,441.80,0.51,3.00,10.00,2005.00
NAN,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,NAN,5.70,7.62,665.00,2.12,0.86,1050.00,6000.00,2005.00
NAN,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,NAN,6.10,8.00,602.50,5.64,1.04,38143.00,38428.00,2005.00
NAN,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,14.00,6.20,7.88,540.70,9.75,17.39,NAN,1100.00,2005.00
NAN,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,19.00,6.30,8.05,634.30,13.00,10.89,NAN,75.00,2005.00
NAN,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,27.00,7.10,7.20,280.50,1.60,0.48,74.00,95.00,2005.00
NAN,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,28.00,7.40,7.27,253.30,1.33,0.17,NAN,37.00,2005.00
NAN,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,28.00,7.30,7.30,236.70,4.00,0.08,NAN,58.00,2005.00
NAN,"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,NAN,5.90,6.60,1359.50,1.76,0.33,170.00,387.00,2005.00
NAN,"PERIYAR AT KALADY, KERALA",NAN,NAN,7.40,6.68,39.30,1.16,0.20,125.00,298.00,2005.00
NAN,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,NAN,7.10,6.75,41.90,1.33,0.18,147.00,378.00,2005.00
NAN,"CHALIYAR AT KOOLIMADU, KERALA",NAN,NAN,6.80,6.92,70.80,0.46,0.12,151.00,353.00,2005.00
NAN,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,NAN,6.80,6.98,7179.10,0.48,0.21,211.00,466.00,2005.00
NAN,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,NAN,6.80,7.03,36.80,1.12,0.15,118.00,624.00,2005.00
NAN,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,NAN,7.20,6.76,59.80,1.69,0.45,127.00,357.00,2005.00
NAN,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,NAN,6.20,6.63,106.80,1.28,0.44,128.00,360.00,2005.00
NAN,"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,NAN,6.60,6.77,250.70,1.38,1.54,2433.00,3383.00,2005.00
NAN,"PAMBA AT CHENGANNUR, KERALA",NAN,NAN,6.90,6.95,51.30,0.63,0.52,1525.00,3100.00,2005.00
NAN,"PAMBA AT THAKAZHY, KERALA",NAN,NAN,6.00,6.75,641.00,0.98,0.79,1900.00,3600.00,2005.00
NAN,"PAMBA DOWN, KERALA",NAN,NAN,5.40,6.85,73.30,1.08,0.46,4955.00,8375.00,2005.00
NAN,"MEENACHIL AT KIDANGOOR, KERALA",NAN,NAN,6.70,6.93,65.00,0.68,0.77,2100.00,4200.00,2005.00
NAN,"MANIMALA  AT KALLOOPARA, KERALA",NAN,NAN,6.90,6.85,56.30,0.58,0.38,1933.00,3400.00,2005.00
NAN,"MANIMALA AT THONDRA, KERALA",NAN,NAN,6.50,6.98,59.30,0.58,0.35,1333.00,2600.00,2005.00
NAN,"ACHENKOIL AT THUMPAMON, KERALA",NAN,NAN,6.80,7.06,63.30,0.57,0.40,1769.00,2825.00,2005.00
NAN,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,NAN,5.80,6.73,73.00,0.70,0.32,1925.00,3500.00,2005.00
NAN,"VAMANAPURAM, KERALA",NAN,NAN,6.80,6.80,69.80,0.70,0.61,1100.00,1775.00,2005.00
NAN,"AMARAVILA, KERALA",NAN,NAN,7.10,6.83,80.00,0.70,0.84,850.00,1475.00,2005.00
NAN,"AYUR, KERALA",NAN,NAN,6.30,7.15,65.50,1.05,0.22,98.00,595.00,2005.00
NAN,"THIRURANGADY, KERALA",NAN,NAN,6.30,6.95,77.50,0.65,0.21,253.00,775.00,2005.00
NAN,"KUTTIYADY ESTATE, KERALA",NAN,NAN,6.90,6.65,34.00,0.50,0.10,130.00,215.00,2005.00
NAN,"VALAYAM, KERALA",NAN,NAN,6.40,6.75,49.30,0.68,0.19,197.00,350.00,2005.00
NAN,"THALIPARAMBA, KERALA",NAN,NAN,6.80,7.35,18568.30,1.15,0.14,215.00,660.00,2005.00
NAN,"HOSDURG, KERALA",NAN,NAN,6.80,7.08,19740.80,0.98,0.17,127.00,515.00,2005.00
NAN,"KAKKADAVU,  KERALA",NAN,NAN,7.10,6.98,58.30,0.55,0.15,123.00,510.00,2005.00
NAN,"PADIYATHADKA, KERALA",NAN,NAN,7.00,7.23,67.50,0.43,0.09,140.00,453.00,2005.00
NAN,"IRUMPANAM, KERALA",NAN,NAN,2.40,6.43,1041.30,2.03,1.05,133.00,373.00,2005.00
NAN,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,27.00,6.70,7.56,128.40,4.94,0.45,11.00,250.00,2005.00
NAN,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,NAN,6.80,7.68,123.20,4.48,0.40,12.00,236.00,2005.00
NAN,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,NAN,6.50,7.33,135.80,4.40,0.33,13.00,208.00,2005.00
NAN,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,NAN,5.10,7.45,5168.80,9.88,1.81,7.00,210.00,2005.00
